soru 4 - userID:190530 olan kişinin checkin yaptığı yerde checkin yapan userların checkin sayılarına göre sıralaması

UserId,Location,CheckinYapanUser,Count
(190530,(24767,(51660,1)))
(190530,(24767,(147881,1)))
(190530,(24767,(24699,1)))
(190530,(24767,(33426,1)))
(190530,(24767,(24914,1)))
(190530,(24767,(2517,1)))
(190530,(24767,(26699,1)))
(190530,(24767,(115370,1)))
(190530,(24767,(28808,1)))
(190530,(24767,(46495,1)))
(190530,(24767,(158906,1)))
(190530,(24767,(71859,1)))
(190530,(24767,(8811,1)))
(190530,(24767,(73574,1)))
(190530,(24767,(144307,1)))
(190530,(24767,(4367,1)))
(190530,(24767,(44210,1)))
(190530,(24767,(114033,1)))
(190530,(24767,(117654,1)))
(190530,(24767,(188,1)))
(190530,(24767,(34697,1)))
(190530,(24767,(45494,1)))
(190530,(24767,(10285,1)))
(190530,(24767,(66968,1)))
(190530,(24767,(2684,1)))
(190530,(24767,(19261,1)))
(190530,(24767,(555,1)))
(190530,(24767,(114222,1)))
(190530,(24767,(34128,1)))
(190530,(24767,(3158,1)))
(190530,(24767,(83710,1)))
(190530,(24767,(9060,1)))
(190530,(24767,(19675,1)))
(190530,(24767,(4660,1)))
(190530,(24767,(34080,1)))
(190530,(24767,(143666,1)))
(190530,(24767,(161517,1)))
(190530,(24767,(9225,1)))
(190530,(24767,(3388,1)))
(190530,(24767,(3348,1)))
(190530,(24767,(48347,1)))
(190530,(24767,(59918,1)))
(190530,(24767,(3738,1)))
(190530,(24767,(5302,1)))
(190530,(24767,(14960,1)))
(190530,(24767,(28788,1)))
(190530,(24767,(34361,1)))
(190530,(24767,(25894,1)))
(190530,(24767,(10433,1)))
(190530,(24767,(22355,1)))
(190530,(24767,(5184,1)))
(190530,(24767,(28473,1)))
(190530,(24767,(143576,1)))
(190530,(24767,(4349,1)))
(190530,(24767,(34029,1)))
(190530,(24767,(9349,1)))
(190530,(24767,(90739,1)))
(190530,(24767,(33242,1)))
(190530,(24767,(85844,1)))
(190530,(24767,(59035,1)))
(190530,(24767,(120974,1)))
(190530,(24767,(3356,1)))
(190530,(24767,(117834,1)))
(190530,(24767,(2489,1)))
(190530,(24767,(72095,1)))
(190530,(24767,(72501,1)))
(190530,(24767,(190,1)))
(190530,(24767,(76553,1)))
(190530,(24767,(76276,1)))
(190530,(24767,(126599,1)))
(190530,(24767,(33557,1)))
(190530,(24767,(2689,1)))
(190530,(24767,(21698,1)))
(190530,(24767,(2610,1)))
(190530,(24767,(78336,1)))
(190530,(24767,(14455,1)))
(190530,(24767,(41205,1)))
(190530,(24767,(92560,1)))
(190530,(24767,(6572,1)))
(190530,(24767,(73291,1)))
(190530,(24767,(13292,1)))
(190530,(24767,(2954,1)))
(190530,(24767,(1738,1)))
(190530,(24767,(6309,1)))
(190530,(24767,(4308,1)))
(190530,(24767,(11098,1)))
(190530,(24767,(34162,1)))
(190530,(24767,(23520,1)))
(190530,(24767,(126702,1)))
(190530,(24767,(116258,1)))
(190530,(24767,(22089,1)))
(190530,(24767,(24341,1)))
(190530,(24767,(10648,1)))
(190530,(24767,(1557,1)))
(190530,(24767,(19524,1)))
(190530,(24767,(5947,1)))
(190530,(24767,(116265,1)))
(190530,(24767,(5236,1)))
(190530,(24767,(85904,1)))
(190530,(24767,(39477,1)))
(190530,(24767,(14586,1)))
(190530,(24767,(10855,1)))
(190530,(24767,(3362,1)))
(190530,(24767,(52480,1)))
(190530,(24767,(2090,1)))
(190530,(24767,(3139,1)))
(190530,(24767,(5440,1)))
(190530,(24767,(90898,1)))
(190530,(24767,(117893,1)))
(190530,(24767,(28790,1)))
(190530,(24767,(125147,1)))
(190530,(24767,(2705,1)))
(190530,(24767,(2562,1)))
(190530,(24767,(93289,1)))
(190530,(24767,(3091,1)))
(190530,(24767,(33086,1)))
(190530,(24767,(13478,1)))
(190530,(24767,(3420,1)))
(190530,(24767,(4888,1)))
(190530,(24767,(35955,1)))
(190530,(24767,(126774,1)))
(190530,(24767,(4781,1)))
(190530,(24767,(134830,1)))
(190530,(24767,(8821,1)))
(190530,(24767,(11397,1)))
(190530,(24767,(41908,1)))
(190530,(24767,(3344,1)))
(190530,(24767,(11283,1)))
(190530,(24767,(5768,1)))
(190530,(24767,(525,1)))
(190530,(24767,(33522,1)))
(190530,(24767,(32576,1)))
(190530,(24767,(189,1)))
(190530,(24767,(8438,1)))
(190530,(24767,(2487,1)))
(190530,(24767,(39179,1)))
(190530,(24767,(57312,1)))
(190530,(24767,(53423,1)))
(190530,(46370,(114592,2)))
(190530,(46370,(44176,2)))
(190530,(46370,(72804,2)))
(190530,(46370,(15983,1)))
(190530,(46370,(190530,1)))
(190530,(46370,(20001,1)))
(190530,(46370,(18945,1)))
(190530,(46370,(77368,1)))
(190530,(46370,(14393,1)))
(190530,(46370,(84560,1)))
(190530,(46370,(1237,1)))
(190530,(46370,(43239,1)))
(190530,(46370,(96912,1)))
(190530,(326603,(18945,1)))
(190530,(326603,(119942,1)))
(190530,(326603,(190530,1)))
(190530,(997842,(34370,3)))
(190530,(997842,(190530,3)))
(190530,(997842,(57894,2)))
(190530,(997842,(124684,1)))
(190530,(997842,(3311,1)))
(190530,(997842,(4631,1)))
(190530,(1074403,(18945,3)))
(190530,(1074403,(190530,1)))
(190530,(1074403,(119942,1)))
(190530,(1074403,(33353,1)))
(190530,(138012,(194804,2)))
(190530,(138012,(44988,2)))
(190530,(138012,(190530,2)))
(190530,(138012,(18945,1)))
(190530,(291774,(119342,4)))
(190530,(291774,(179536,2)))
(190530,(291774,(536,1)))
(190530,(291774,(7624,1)))
(190530,(291774,(190530,1)))
(190530,(291774,(12720,1)))
(190530,(291774,(103392,1)))
(190530,(291774,(10650,1)))
(190530,(291774,(49480,1)))
(190530,(291774,(57894,1)))
(190530,(291774,(1479,1)))
(190530,(785476,(190530,1)))
(190530,(763416,(76148,4)))
(190530,(763416,(93595,1)))
(190530,(763416,(190530,1)))
(190530,(763416,(33012,1)))
(190530,(763416,(19000,1)))
(190530,(178803,(130164,1)))
(190530,(178803,(190530,1)))
(190530,(785445,(19000,2)))
(190530,(785445,(156951,1)))
(190530,(785445,(96216,1)))
(190530,(785445,(40488,1)))
(190530,(785445,(103392,1)))
(190530,(785445,(33012,1)))
(190530,(785445,(73429,1)))
(190530,(785445,(31903,1)))
(190530,(785445,(583,1)))
(190530,(785445,(11658,1)))
(190530,(785445,(40487,1)))
(190530,(785445,(8923,1)))
(190530,(785445,(31030,1)))
(190530,(785445,(57894,1)))
(190530,(785445,(110993,1)))
(190530,(785445,(2699,1)))
(190530,(785445,(20318,1)))
(190530,(785445,(190530,1)))
(190530,(807084,(129399,3)))
(190530,(807084,(8022,2)))
(190530,(807084,(5975,2)))
(190530,(807084,(39005,2)))
(190530,(807084,(128920,2)))
(190530,(807084,(2521,2)))
(190530,(807084,(129395,2)))
(190530,(807084,(72501,1)))
(190530,(807084,(24030,1)))
(190530,(807084,(111594,1)))
(190530,(807084,(74013,1)))
(190530,(807084,(28435,1)))
(190530,(807084,(92720,1)))
(190530,(807084,(32973,1)))
(190530,(807084,(3087,1)))
(190530,(807084,(74559,1)))
(190530,(807084,(39132,1)))
(190530,(807084,(194309,1)))
(190530,(807084,(30200,1)))
(190530,(807084,(2798,1)))
(190530,(807084,(29046,1)))
(190530,(807084,(2966,1)))
(190530,(807084,(128732,1)))
(190530,(807084,(1155,1)))
(190530,(807084,(150934,1)))
(190530,(807084,(120917,1)))
(190530,(807084,(5968,1)))
(190530,(807084,(97562,1)))
(190530,(807084,(2828,1)))
(190530,(807084,(92386,1)))
(190530,(807084,(123801,1)))
(190530,(807084,(21988,1)))
(190530,(807084,(3324,1)))
(190530,(807084,(190530,1)))
(190530,(807084,(643,1)))
(190530,(807084,(28196,1)))
(190530,(807084,(34223,1)))
(190530,(807084,(166873,1)))
(190530,(807084,(40759,1)))
(190530,(807084,(30037,1)))
(190530,(807084,(85991,1)))
(190530,(807084,(28638,1)))
(190530,(807084,(117654,1)))
(190530,(807084,(1351,1)))
(190530,(807084,(12697,1)))
(190530,(807084,(68328,1)))
(190530,(807084,(36747,1)))
(190530,(807084,(112168,1)))
(190530,(807084,(121105,1)))
(190530,(807084,(129781,1)))
(190530,(807084,(2355,1)))
(190530,(807084,(91676,1)))
(190530,(807084,(156674,1)))
(190530,(807084,(16428,1)))
(190530,(807084,(22783,1)))
(190530,(807084,(114604,1)))
(190530,(807084,(82142,1)))
(190530,(807084,(4660,1)))
(190530,(807084,(24360,1)))
(190530,(807084,(14519,1)))
(190530,(807084,(13029,1)))
(190530,(807084,(118275,1)))
(190530,(807084,(3236,1)))
(190530,(807084,(35188,1)))
(190530,(807084,(19418,1)))
(190530,(807084,(34848,1)))
(190530,(807084,(59609,1)))
(190530,(807084,(73291,1)))
(190530,(807084,(193548,1)))
(190530,(807084,(2954,1)))
(190530,(807084,(126159,1)))
(190530,(807084,(95021,1)))
(190530,(807084,(31214,1)))
(190530,(807084,(45539,1)))
(190530,(807084,(4734,1)))
(190530,(807084,(25386,1)))
(190530,(807084,(36329,1)))
(190530,(807084,(66493,1)))
(190530,(807084,(10831,1)))
(190530,(807084,(34258,1)))
(190530,(807084,(9060,1)))
(190530,(807084,(4545,1)))
(190530,(807084,(2685,1)))
(190530,(807084,(3344,1)))
(190530,(807084,(3228,1)))
(190530,(807084,(93609,1)))
(190530,(807084,(118015,1)))
(190530,(807084,(127070,1)))
(190530,(807084,(2361,1)))
(190530,(807084,(124664,1)))
(190530,(807084,(2555,1)))
(190530,(1005677,(190530,1)))
