soru 3 - random userların checkin yaptıkları yerde checkin yapan userların büyükten küçüğe sıralanmış hali 

UserId,locId,EnÇokGidenUserID,Count(Kaç kez gittiği)
(190530,(24767,(2858,4)))
(190530,(24767,(6179,4)))
(190530,(24767,(3100,4)))
(190530,(24767,(34301,3)))
(190530,(24767,(39672,3)))
(190530,(24767,(12777,3)))
(190530,(24767,(52709,3)))
(190530,(24767,(6571,3)))
(190530,(24767,(33973,3)))
(190530,(24767,(156891,3)))
(190530,(24767,(27793,3)))
(190530,(24767,(174,3)))
(190530,(24767,(11452,3)))
(190530,(24767,(5187,3)))
(190530,(24767,(1536,3)))
(190530,(24767,(15715,3)))
(190530,(24767,(2645,3)))
(190530,(24767,(2591,3)))
(190530,(24767,(109725,3)))
(190530,(24767,(104000,3)))
(190530,(24767,(28044,3)))
(190530,(24767,(14452,3)))
(190530,(24767,(25401,3)))
(190530,(24767,(4833,3)))
(190530,(24767,(35141,3)))
(190530,(24767,(151334,3)))
(190530,(24767,(24623,3)))
(190530,(24767,(102964,3)))
(190530,(24767,(83656,3)))
(190530,(24767,(137427,3)))
(190530,(24767,(62533,3)))
(190530,(24767,(117814,3)))
(190530,(24767,(110149,3)))
(190530,(24767,(15211,3)))
(190530,(24767,(19196,3)))
(190530,(24767,(32495,3)))
(190530,(24767,(52489,3)))
(190530,(24767,(32699,2)))
(190530,(24767,(51894,2)))
(190530,(24767,(34004,2)))
(190530,(24767,(5895,2)))
(190530,(24767,(546,2)))
(190530,(24767,(109367,2)))
(190530,(24767,(4797,2)))
(190530,(24767,(126596,2)))
(190530,(24767,(29571,2)))
(190530,(24767,(6326,2)))
(190530,(24767,(19537,2)))
(190530,(24767,(43689,2)))
(190530,(24767,(125620,2)))
(190530,(24767,(28494,2)))
(190530,(24767,(119697,2)))
(190530,(24767,(2171,2)))
(190530,(24767,(60002,2)))
(190530,(24767,(19183,2)))
(190530,(24767,(33638,2)))
(190530,(24767,(2850,2)))
(190530,(24767,(1759,2)))
(190530,(24767,(111771,2)))
(190530,(24767,(6919,2)))
(190530,(24767,(32319,2)))
(190530,(24767,(34305,2)))
(190530,(24767,(27251,2)))
(190530,(24767,(2468,2)))
(190530,(24767,(109557,2)))
(190530,(24767,(4896,2)))
(190530,(24767,(5017,2)))
(190530,(24767,(15076,2)))
(190530,(24767,(127288,2)))
(190530,(24767,(16720,2)))
(190530,(24767,(24752,2)))
(190530,(24767,(28181,2)))
(190530,(24767,(4598,2)))
(190530,(24767,(1366,2)))
(190530,(24767,(97376,2)))
(190530,(24767,(9214,2)))
(190530,(24767,(125366,2)))
(190530,(24767,(59610,2)))
(190530,(24767,(4517,2)))
(190530,(24767,(460,2)))
(190530,(24767,(71023,2)))
(190530,(24767,(33040,2)))
(190530,(24767,(70091,2)))
(190530,(24767,(10851,2)))
(190530,(24767,(33524,2)))
(190530,(24767,(1709,2)))
(190530,(24767,(408,2)))
(190530,(24767,(16682,2)))
(190530,(24767,(62770,2)))
(190530,(24767,(2629,2)))
(190530,(24767,(109324,2)))
(190530,(24767,(3759,2)))
(190530,(24767,(39493,2)))
(190530,(24767,(39132,2)))
(190530,(24767,(2734,2)))
(190530,(24767,(3441,2)))
(190530,(24767,(113956,2)))
(190530,(24767,(55602,2)))
(190530,(24767,(60006,2)))
(190530,(24767,(635,2)))
(190530,(24767,(312,2)))
(190530,(24767,(22497,2)))
(190530,(24767,(646,2)))
(190530,(24767,(15249,2)))
(190530,(24767,(2825,2)))
(190530,(24767,(73580,2)))
(190530,(24767,(34630,2)))
(190530,(24767,(125133,2)))
(190530,(24767,(12690,2)))
(190530,(24767,(4792,2)))
(190530,(24767,(55401,2)))
(190530,(24767,(5219,2)))
(190530,(24767,(4916,2)))
(190530,(24767,(27949,2)))
(190530,(24767,(93782,2)))
(190530,(24767,(129502,2)))
(190530,(24767,(2828,2)))
(190530,(24767,(47783,2)))
(190530,(24767,(32982,2)))
(190530,(24767,(22687,2)))
(190530,(24767,(32154,2)))
(190530,(24767,(32944,2)))
(190530,(24767,(142,2)))
(190530,(24767,(2633,2)))
(190530,(24767,(32834,2)))
(190530,(24767,(13501,2)))
(190530,(24767,(9808,2)))
(190530,(24767,(25865,2)))
(190530,(24767,(18115,2)))
(190530,(24767,(20318,2)))
(190530,(24767,(92580,2)))
(190530,(24767,(5094,2)))
(190530,(24767,(114146,2)))
(190530,(24767,(4536,2)))
(190530,(24767,(4594,2)))
(190530,(24767,(43737,2)))
(190530,(24767,(80730,2)))
(190530,(24767,(6296,2)))
(190530,(24767,(114562,2)))
(190530,(24767,(2227,2)))
(190530,(24767,(73426,2)))
(190530,(24767,(33598,2)))
(190530,(24767,(64636,2)))
(190530,(24767,(1660,2)))
(190530,(24767,(75949,2)))
(190530,(24767,(124692,2)))
(190530,(24767,(125467,2)))
(190530,(24767,(3563,2)))
(190530,(24767,(28793,2)))
(190530,(24767,(4560,2)))
(190530,(24767,(98295,2)))
(190530,(24767,(68725,2)))
(190530,(24767,(11351,2)))
(190530,(24767,(3296,2)))
(190530,(24767,(125667,2)))
(190530,(24767,(104541,2)))
(190530,(24767,(3253,2)))
(190530,(24767,(13902,2)))
(190530,(24767,(4130,2)))
(190530,(24767,(49523,2)))
(190530,(24767,(11143,2)))
(190530,(24767,(103995,2)))
(190530,(24767,(65357,2)))
(190530,(24767,(2875,2)))
(190530,(24767,(3574,2)))
(190530,(24767,(93558,2)))
(190530,(24767,(148,2)))
(190530,(24767,(33630,2)))
(190530,(24767,(34546,2)))
(190530,(24767,(117856,2)))
(190530,(24767,(118008,2)))
(190530,(24767,(26528,2)))
(190530,(24767,(32286,2)))
(190530,(24767,(16182,2)))
(190530,(24767,(6756,2)))
(190530,(24767,(32390,2)))
(190530,(24767,(13654,2)))
(190530,(24767,(34107,2)))
(190530,(24767,(66038,2)))
(190530,(24767,(32320,2)))
(190530,(24767,(95021,2)))
(190530,(24767,(27642,2)))
(190530,(24767,(282,2)))
(190530,(24767,(19464,2)))
(190530,(24767,(5244,2)))
(190530,(24767,(29372,2)))
(190530,(24767,(113087,2)))
(190530,(24767,(425,2)))
(190530,(24767,(116726,2)))
(190530,(24767,(55384,2)))
(190530,(24767,(154123,2)))
(190530,(24767,(3267,2)))
(190530,(24767,(874,2)))
(190530,(24767,(9867,2)))
(190530,(24767,(102049,2)))
(190530,(24767,(4930,1)))
(190530,(24767,(66788,1)))
(190530,(24767,(67670,1)))
(190530,(24767,(91814,1)))
(190530,(24767,(23265,1)))
(190530,(24767,(125589,1)))
(190530,(24767,(5243,1)))
(190530,(24767,(16580,1)))
(190530,(24767,(161075,1)))
(190530,(24767,(156556,1)))
(190530,(24767,(193016,1)))
(190530,(24767,(11799,1)))
(190530,(24767,(37470,1)))
(190530,(24767,(9387,1)))
(190530,(24767,(39379,1)))
(190530,(24767,(180646,1)))
(190530,(24767,(112185,1)))
(190530,(24767,(732,1)))
(190530,(24767,(136,1)))
(190530,(24767,(36649,1)))
(190530,(24767,(121307,1)))
(190530,(24767,(127066,1)))
(190530,(24767,(3155,1)))
(190530,(24767,(34490,1)))
(190530,(24767,(156813,1)))
(190530,(24767,(68434,1)))
(190530,(24767,(11809,1)))
(190530,(24767,(30656,1)))
(190530,(24767,(2940,1)))
(190530,(24767,(28200,1)))
(190530,(24767,(10441,1)))
(190530,(24767,(34651,1)))
(190530,(24767,(151229,1)))
(190530,(24767,(114057,1)))
(190530,(24767,(127390,1)))
(190530,(24767,(190530,1)))
(190530,(24767,(128760,1)))
(190530,(24767,(32744,1)))
(190530,(24767,(3236,1)))
(190530,(24767,(115958,1)))
(190530,(24767,(50405,1)))
(190530,(24767,(59210,1)))
(190530,(24767,(73476,1)))
(190530,(24767,(32976,1)))
(190530,(24767,(90504,1)))
(190530,(24767,(86272,1)))
(190530,(24767,(24734,1)))
(190530,(24767,(12200,1)))
(190530,(24767,(146199,1)))
(190530,(24767,(33644,1)))
(190530,(24767,(134607,1)))
(190530,(24767,(2741,1)))
(190530,(24767,(119875,1)))
(190530,(24767,(1686,1)))
(190530,(24767,(28819,1)))
(190530,(24767,(51615,1)))
(190530,(24767,(13541,1)))
(190530,(24767,(4057,1)))
(190530,(24767,(101270,1)))
(190530,(24767,(159170,1)))
(190530,(24767,(8980,1)))
(190530,(24767,(91,1)))
(190530,(24767,(7516,1)))
(190530,(24767,(114133,1)))
(190530,(24767,(89163,1)))
(190530,(24767,(63066,1)))
(190530,(24767,(30907,1)))
(190530,(24767,(41418,1)))
(190530,(24767,(33034,1)))
(190530,(24767,(26245,1)))
(190530,(24767,(10385,1)))
(190530,(24767,(60870,1)))
(190530,(24767,(38569,1)))
(190530,(24767,(268,1)))
(190530,(24767,(119839,1)))
(190530,(24767,(27824,1)))
(190530,(24767,(114324,1)))
(190530,(24767,(138078,1)))
(190530,(24767,(24080,1)))
(190530,(24767,(8661,1)))
(190530,(24767,(281,1)))
(190530,(24767,(108411,1)))
(190530,(24767,(59926,1)))
(190530,(24767,(347,1)))
(190530,(24767,(76035,1)))
(190530,(24767,(2960,1)))
(190530,(24767,(29011,1)))
(190530,(24767,(27036,1)))
(190530,(24767,(15546,1)))
(190530,(24767,(2361,1)))
(190530,(24767,(137577,1)))
(190530,(24767,(32342,1)))
(190530,(24767,(117926,1)))
(190530,(24767,(2813,1)))
(190530,(24767,(32350,1)))
(190530,(24767,(49476,1)))
(190530,(24767,(34220,1)))
(190530,(24767,(88905,1)))
(190530,(24767,(20166,1)))
(190530,(24767,(3800,1)))
(190530,(24767,(41895,1)))
(190530,(24767,(39142,1)))
(190530,(24767,(11282,1)))
(190530,(24767,(11241,1)))
(190530,(24767,(22631,1)))
(190530,(24767,(51907,1)))
(190530,(24767,(82460,1)))
(190530,(24767,(78990,1)))
(190530,(24767,(76547,1)))
(190530,(24767,(124433,1)))
(190530,(24767,(33114,1)))
(190530,(24767,(2989,1)))
(190530,(24767,(67565,1)))
(190530,(24767,(10858,1)))
(190530,(24767,(118005,1)))
(190530,(24767,(127083,1)))
(190530,(24767,(159536,1)))
(190530,(24767,(32774,1)))
(190530,(24767,(2441,1)))
(190530,(24767,(26009,1)))
(190530,(24767,(70745,1)))
(190530,(24767,(3074,1)))
(190530,(24767,(32734,1)))
(190530,(24767,(31691,1)))
(190530,(24767,(22679,1)))
(190530,(24767,(2246,1)))
(190530,(24767,(21702,1)))
(190530,(24767,(6827,1)))
(190530,(24767,(70524,1)))
(190530,(24767,(14382,1)))
(190530,(24767,(11628,1)))
(190530,(24767,(52164,1)))
(190530,(24767,(8313,1)))
(190530,(24767,(99587,1)))
(190530,(24767,(10831,1)))
(190530,(24767,(108123,1)))
(190530,(24767,(128004,1)))
(190530,(24767,(83078,1)))
(190530,(24767,(36364,1)))
(190530,(24767,(33790,1)))
(190530,(24767,(81242,1)))
(190530,(24767,(48465,1)))
(190530,(24767,(41581,1)))
(190530,(24767,(14439,1)))
(190530,(24767,(11166,1)))
(190530,(24767,(69190,1)))
(190530,(24767,(36747,1)))
(190530,(24767,(28390,1)))
(190530,(24767,(36000,1)))
(190530,(24767,(92492,1)))
(190530,(24767,(78799,1)))
(190530,(24767,(2612,1)))
(190530,(24767,(132743,1)))
(190530,(24767,(25409,1)))
(190530,(24767,(24784,1)))
(190530,(24767,(103994,1)))
(190530,(24767,(23990,1)))
(190530,(24767,(34640,1)))
(190530,(24767,(120432,1)))
(190530,(24767,(104101,1)))
(190530,(24767,(124474,1)))
(190530,(24767,(71580,1)))
(190530,(24767,(28816,1)))
(190530,(24767,(110993,1)))
(190530,(24767,(148374,1)))
(190530,(24767,(25418,1)))
(190530,(24767,(161518,1)))
(190530,(24767,(71161,1)))
(190530,(24767,(33402,1)))
(190530,(24767,(33494,1)))
(190530,(24767,(31082,1)))
(190530,(24767,(18898,1)))
(190530,(24767,(19936,1)))
(190530,(24767,(2537,1)))
(190530,(24767,(20141,1)))
(190530,(24767,(67957,1)))
(190530,(24767,(35075,1)))
(190530,(24767,(158761,1)))
(190530,(24767,(3458,1)))
(190530,(24767,(104100,1)))
(190530,(24767,(29831,1)))
(190530,(24767,(29221,1)))
(190530,(24767,(62916,1)))
(190530,(24767,(1800,1)))
(190530,(24767,(27480,1)))
(190530,(24767,(39510,1)))
(190530,(24767,(6322,1)))
(190530,(24767,(107005,1)))
(190530,(24767,(38994,1)))
(190530,(24767,(69314,1)))
(190530,(24767,(32558,1)))
(190530,(24767,(16887,1)))
(190530,(24767,(6319,1)))
(190530,(24767,(126871,1)))
(190530,(24767,(186459,1)))
(190530,(24767,(125139,1)))
(190530,(24767,(2747,1)))
(190530,(24767,(34144,1)))
(190530,(24767,(156557,1)))
(190530,(24767,(143581,1)))
(190530,(24767,(108486,1)))
(190530,(24767,(14814,1)))
(190530,(24767,(188720,1)))
(190530,(24767,(6563,1)))
(190530,(24767,(2605,1)))
(190530,(24767,(29246,1)))
(190530,(24767,(83942,1)))
(190530,(24767,(42,1)))
(190530,(24767,(184477,1)))
(190530,(24767,(1515,1)))
(190530,(24767,(76148,1)))
(190530,(24767,(25465,1)))
(190530,(24767,(19154,1)))
(190530,(24767,(28435,1)))
(190530,(24767,(755,1)))
(190530,(24767,(2532,1)))
(190530,(24767,(64962,1)))
(190530,(24767,(68667,1)))
(190530,(24767,(81322,1)))
(190530,(24767,(34369,1)))
(190530,(24767,(3195,1)))
(190530,(24767,(34062,1)))
(190530,(24767,(2927,1)))
(190530,(24767,(51233,1)))
(190530,(24767,(143051,1)))
(190530,(24767,(26959,1)))
(190530,(24767,(72878,1)))
(190530,(24767,(32730,1)))
(190530,(24767,(32597,1)))
(190530,(24767,(75635,1)))
(190530,(24767,(36004,1)))
(190530,(24767,(136347,1)))
(190530,(24767,(66974,1)))
(190530,(24767,(2660,1)))
(190530,(24767,(106522,1)))
(190530,(24767,(73584,1)))
(190530,(24767,(2626,1)))
(190530,(24767,(104003,1)))
(190530,(24767,(20955,1)))
(190530,(24767,(8048,1)))
(190530,(24767,(120920,1)))
(190530,(24767,(2798,1)))
(190530,(24767,(3598,1)))
(190530,(24767,(48994,1)))
(190530,(24767,(81244,1)))
(190530,(24767,(341,1)))
(190530,(24767,(437,1)))
(190530,(24767,(58818,1)))
(190530,(24767,(33918,1)))
(190530,(24767,(30030,1)))
(190530,(24767,(48013,1)))
(190530,(24767,(184476,1)))
(190530,(24767,(158553,1)))
(190530,(24767,(28465,1)))
(190530,(24767,(29322,1)))
(190530,(24767,(42935,1)))
(190530,(24767,(11771,1)))
(190530,(24767,(8822,1)))
(190530,(24767,(115,1)))
(190530,(24767,(65310,1)))
(190530,(24767,(117764,1)))
(190530,(24767,(11875,1)))
(190530,(24767,(27418,1)))
(190530,(24767,(51660,1)))
(190530,(24767,(147881,1)))
(190530,(24767,(24699,1)))
(190530,(24767,(33426,1)))
(190530,(24767,(24914,1)))
(190530,(24767,(2517,1)))
(190530,(24767,(26699,1)))
(190530,(24767,(115370,1)))
(190530,(24767,(28808,1)))
(190530,(24767,(46495,1)))
(190530,(24767,(158906,1)))
(190530,(24767,(71859,1)))
(190530,(24767,(8811,1)))
(190530,(24767,(73574,1)))
(190530,(24767,(144307,1)))
(190530,(24767,(4367,1)))
(190530,(24767,(44210,1)))
(190530,(24767,(114033,1)))
(190530,(24767,(117654,1)))
(190530,(24767,(188,1)))
(190530,(24767,(34697,1)))
(190530,(24767,(45494,1)))
(190530,(24767,(10285,1)))
(190530,(24767,(66968,1)))
(190530,(24767,(2684,1)))
(190530,(24767,(19261,1)))
(190530,(24767,(555,1)))
(190530,(24767,(114222,1)))
(190530,(24767,(34128,1)))
(190530,(24767,(3158,1)))
(190530,(24767,(83710,1)))
(190530,(24767,(9060,1)))
(190530,(24767,(19675,1)))
(190530,(24767,(4660,1)))
(190530,(24767,(34080,1)))
(190530,(24767,(143666,1)))
(190530,(24767,(161517,1)))
(190530,(24767,(9225,1)))
(190530,(24767,(3388,1)))
(190530,(24767,(3348,1)))
(190530,(24767,(48347,1)))
(190530,(24767,(59918,1)))
(190530,(24767,(3738,1)))
(190530,(24767,(5302,1)))
(190530,(24767,(14960,1)))
(190530,(24767,(28788,1)))
(190530,(24767,(34361,1)))
(190530,(24767,(25894,1)))
(190530,(24767,(10433,1)))
(190530,(24767,(22355,1)))
(190530,(24767,(5184,1)))
(190530,(24767,(28473,1)))
(190530,(24767,(143576,1)))
(190530,(24767,(4349,1)))
(190530,(24767,(34029,1)))
(190530,(24767,(9349,1)))
(190530,(24767,(90739,1)))
(190530,(24767,(33242,1)))
(190530,(24767,(85844,1)))
(190530,(24767,(59035,1)))
(190530,(24767,(120974,1)))
(190530,(24767,(3356,1)))
(190530,(24767,(117834,1)))
(190530,(24767,(2489,1)))
(190530,(24767,(72095,1)))
(190530,(24767,(72501,1)))
(190530,(24767,(190,1)))
(190530,(24767,(76553,1)))
(190530,(24767,(76276,1)))
(190530,(24767,(126599,1)))
(190530,(24767,(33557,1)))
(190530,(24767,(2689,1)))
(190530,(24767,(21698,1)))
(190530,(24767,(2610,1)))
(190530,(24767,(78336,1)))
(190530,(24767,(14455,1)))
(190530,(24767,(41205,1)))
(190530,(24767,(92560,1)))
(190530,(24767,(6572,1)))
(190530,(24767,(73291,1)))
(190530,(24767,(13292,1)))
(190530,(24767,(2954,1)))
(190530,(24767,(1738,1)))
(190530,(24767,(6309,1)))
(190530,(24767,(4308,1)))
(190530,(24767,(11098,1)))
(190530,(24767,(34162,1)))
(190530,(24767,(23520,1)))
(190530,(24767,(126702,1)))
(190530,(24767,(116258,1)))
(190530,(24767,(22089,1)))
(190530,(24767,(24341,1)))
(190530,(24767,(10648,1)))
(190530,(24767,(1557,1)))
(190530,(24767,(19524,1)))
(190530,(24767,(5947,1)))
(190530,(24767,(116265,1)))
(190530,(24767,(5236,1)))
(190530,(24767,(85904,1)))
(190530,(24767,(39477,1)))
(190530,(24767,(14586,1)))
(190530,(24767,(10855,1)))
(190530,(24767,(3362,1)))
(190530,(24767,(52480,1)))
(190530,(24767,(2090,1)))
(190530,(24767,(3139,1)))
(190530,(24767,(5440,1)))
(190530,(24767,(90898,1)))
(190530,(24767,(117893,1)))
(190530,(24767,(28790,1)))
(190530,(24767,(125147,1)))
(190530,(24767,(2705,1)))
(190530,(24767,(2562,1)))
(190530,(24767,(93289,1)))
(190530,(24767,(3091,1)))
(190530,(24767,(33086,1)))
(190530,(24767,(13478,1)))
(190530,(24767,(3420,1)))
(190530,(24767,(4888,1)))
(190530,(24767,(35955,1)))
(190530,(24767,(126774,1)))
(190530,(24767,(4781,1)))
(190530,(24767,(134830,1)))
(190530,(24767,(8821,1)))
(190530,(24767,(11397,1)))
(190530,(24767,(41908,1)))
(190530,(24767,(3344,1)))
(190530,(24767,(11283,1)))
(190530,(24767,(5768,1)))
(190530,(24767,(525,1)))
(190530,(24767,(33522,1)))
(190530,(24767,(32576,1)))
(190530,(24767,(189,1)))
(190530,(24767,(8438,1)))
(190530,(24767,(2487,1)))
(190530,(24767,(39179,1)))
(190530,(24767,(57312,1)))
(190530,(24767,(53423,1)))
(190526,(200561,(842,1)))
(190526,(200561,(127069,1)))
(190526,(200561,(190526,1)))
(190526,(200561,(30831,1)))
(190526,(200561,(121104,1)))
(190526,(200561,(49154,1)))
(190526,(200561,(17720,1)))
(190526,(200561,(2491,1)))
(190526,(200561,(163330,1)))
(190526,(200561,(79197,1)))
(190526,(200561,(5001,1)))
(190526,(200561,(4817,1)))
(190526,(200561,(71469,1)))
(190526,(200561,(55593,1)))
(190526,(200561,(4836,1)))
(190530,(46370,(114592,2)))
(190530,(46370,(44176,2)))
(190530,(46370,(72804,2)))
(190530,(46370,(15983,1)))
(190530,(46370,(190530,1)))
(190530,(46370,(20001,1)))
(190530,(46370,(18945,1)))
(190530,(46370,(77368,1)))
(190530,(46370,(14393,1)))
(190530,(46370,(84560,1)))
(190530,(46370,(1237,1)))
(190530,(46370,(43239,1)))
(190530,(46370,(96912,1)))
(190526,(592154,(190526,1)))
(190578,(571508,(106250,1)))
(190578,(571508,(98311,1)))
(190578,(571508,(111026,1)))
(190578,(571508,(146943,1)))
(190578,(571508,(147576,1)))
(190578,(571508,(132526,1)))
(190578,(571508,(120699,1)))
(190578,(571508,(190578,1)))
(190578,(571508,(25060,1)))
(190578,(571508,(90394,1)))
(190578,(571508,(117244,1)))
(190578,(571508,(89519,1)))
(190578,(571508,(132600,1)))
(190578,(571508,(153642,1)))
(190578,(571508,(143069,1)))
(190578,(571508,(102893,1)))
(190578,(571508,(113232,1)))
(190578,(571508,(151239,1)))
(190578,(571508,(2031,1)))
(190578,(571508,(169481,1)))
(190578,(571508,(89662,1)))
(190578,(571508,(57258,1)))
(190578,(571508,(64011,1)))
(190578,(571508,(165325,1)))
(190578,(571508,(14263,1)))
(190578,(571508,(49172,1)))
(190578,(571508,(110717,1)))
(190578,(571508,(117127,1)))
(190530,(326603,(18945,1)))
(190530,(326603,(119942,1)))
(190530,(326603,(190530,1)))
(190526,(163466,(163330,1)))
(190526,(163466,(190526,1)))
(190526,(163466,(65379,1)))
(190526,(163466,(80295,1)))
(190526,(5572082,(163330,1)))
(190526,(5572082,(190526,1)))
(190515,(537309,(190515,2)))
(190515,(537309,(69030,1)))
(190515,(537309,(3991,1)))
(190515,(537309,(15320,1)))
(190515,(537309,(3418,1)))
(190515,(537309,(3331,1)))
(190515,(537309,(2728,1)))
(190530,(997842,(34370,3)))
(190530,(997842,(190530,3)))
(190530,(997842,(57894,2)))
(190530,(997842,(124684,1)))
(190530,(997842,(3311,1)))
(190530,(997842,(4631,1)))
(190576,(387753,(191111,3)))
(190576,(387753,(112918,2)))
(190576,(387753,(148809,2)))
(190576,(387753,(190576,2)))
(190576,(387753,(187826,1)))
(190576,(387753,(87706,1)))
(190576,(387753,(191612,1)))
(190576,(387753,(177634,1)))
(190576,(387753,(128681,1)))
(190576,(387753,(189505,1)))
(190576,(387753,(175884,1)))
(190576,(387753,(177635,1)))
(190526,(891531,(1940,1)))
(190526,(891531,(180723,1)))
(190526,(891531,(42629,1)))
(190526,(891531,(190526,1)))
(190581,(103098,(107940,3)))
(190581,(103098,(149890,2)))
(190581,(103098,(147479,2)))
(190581,(103098,(110634,2)))
(190581,(103098,(56708,1)))
(190581,(103098,(90002,1)))
(190581,(103098,(55253,1)))
(190581,(103098,(97045,1)))
(190581,(103098,(144949,1)))
(190581,(103098,(165608,1)))
(190581,(103098,(132521,1)))
(190581,(103098,(132112,1)))
(190581,(103098,(87441,1)))
(190581,(103098,(38445,1)))
(190581,(103098,(10132,1)))
(190581,(103098,(89724,1)))
(190581,(103098,(164980,1)))
(190581,(103098,(107971,1)))
(190581,(103098,(143059,1)))
(190581,(103098,(150262,1)))
(190581,(103098,(53286,1)))
(190581,(103098,(89928,1)))
(190581,(103098,(111835,1)))
(190581,(103098,(117105,1)))
(190581,(103098,(153361,1)))
(190581,(103098,(12948,1)))
(190581,(103098,(39746,1)))
(190581,(103098,(97972,1)))
(190581,(103098,(116230,1)))
(190581,(103098,(100564,1)))
(190581,(103098,(107862,1)))
(190581,(103098,(148505,1)))
(190581,(103098,(24999,1)))
(190581,(103098,(122313,1)))
(190581,(103098,(32665,1)))
(190581,(103098,(83894,1)))
(190581,(103098,(54865,1)))
(190581,(103098,(102737,1)))
(190581,(103098,(141226,1)))
(190581,(103098,(96975,1)))
(190581,(103098,(153769,1)))
(190581,(103098,(98193,1)))
(190581,(103098,(39618,1)))
(190581,(103098,(125725,1)))
(190581,(103098,(101049,1)))
(190581,(103098,(49824,1)))
(190581,(103098,(185777,1)))
(190581,(103098,(132623,1)))
(190581,(103098,(138416,1)))
(190581,(103098,(21812,1)))
(190581,(103098,(10075,1)))
(190581,(103098,(190581,1)))
(190581,(103098,(111274,1)))
(190581,(103098,(54603,1)))
(190581,(103098,(105335,1)))
(190581,(103098,(104697,1)))
(190581,(103098,(2360,1)))
(190581,(103098,(105495,1)))
(190581,(103098,(132260,1)))
(190581,(103098,(89722,1)))
(190581,(103098,(13737,1)))
(190581,(103098,(151380,1)))
(190581,(103098,(165860,1)))
(190581,(103098,(21004,1)))
(190581,(103098,(55004,1)))
(190581,(103098,(29225,1)))
(190581,(103098,(113292,1)))
(190581,(103098,(56714,1)))
(190581,(103098,(10911,1)))
(190581,(103098,(40119,1)))
(190581,(103098,(138475,1)))
(190581,(103098,(89825,1)))
(190581,(103098,(106919,1)))
(190581,(103098,(98254,1)))
(190581,(103098,(25059,1)))
(190581,(103098,(166079,1)))
(190581,(103098,(132429,1)))
(190581,(103098,(165895,1)))
(190581,(103098,(132448,1)))
(190581,(103098,(110100,1)))
(190581,(103098,(38185,1)))
(190581,(103098,(94163,1)))
(190581,(103098,(156977,1)))
(190581,(103098,(113227,1)))
(190581,(103098,(10054,1)))
(190581,(103098,(96989,1)))
(190581,(103098,(16464,1)))
(190581,(103098,(112076,1)))
(190581,(103098,(87918,1)))
(190581,(103098,(105832,1)))
(190581,(103098,(94291,1)))
(190581,(103098,(10106,1)))
(190581,(103098,(87146,1)))
(190581,(103098,(112083,1)))
(190581,(103098,(164606,1)))
(190581,(103098,(89578,1)))
(190581,(103098,(58410,1)))
(190581,(103098,(119091,1)))
(190581,(103098,(112852,1)))
(190581,(103098,(135690,1)))
(190581,(103098,(103730,1)))
(190581,(103098,(19137,1)))
(190581,(103098,(46095,1)))
(190581,(103098,(1400,1)))
(190581,(103098,(131556,1)))
(190581,(103098,(117182,1)))
(190581,(103098,(153866,1)))
(190581,(103098,(49655,1)))
(190581,(103098,(125307,1)))
(190581,(103098,(97321,1)))
(190581,(103098,(10066,1)))
(190581,(103098,(132337,1)))
(190581,(103098,(35723,1)))
(190581,(103098,(147188,1)))
(190581,(103098,(96890,1)))
(190581,(103098,(1792,1)))
(190574,(575754,(108728,2)))
(190574,(575754,(15139,1)))
(190574,(575754,(110523,1)))
(190574,(575754,(39561,1)))
(190574,(575754,(190574,1)))
(190574,(575754,(96258,1)))
(190574,(575754,(4956,1)))
(190574,(575754,(174649,1)))
(190574,(575754,(708,1)))
(190574,(575754,(187193,1)))
(190530,(1074403,(18945,3)))
(190530,(1074403,(190530,1)))
(190530,(1074403,(119942,1)))
(190530,(1074403,(33353,1)))
(190530,(138012,(194804,2)))
(190530,(138012,(44988,2)))
(190530,(138012,(190530,2)))
(190530,(138012,(18945,1)))
(190559,(137091,(104822,3)))
(190559,(137091,(17664,2)))
(190559,(137091,(165838,2)))
(190559,(137091,(19496,2)))
(190559,(137091,(150493,2)))
(190559,(137091,(176008,2)))
(190559,(137091,(179057,1)))
(190559,(137091,(85359,1)))
(190559,(137091,(193356,1)))
(190559,(137091,(89935,1)))
(190559,(137091,(150347,1)))
(190559,(137091,(103754,1)))
(190559,(137091,(39942,1)))
(190559,(137091,(102751,1)))
(190559,(137091,(39226,1)))
(190559,(137091,(167929,1)))
(190559,(137091,(125702,1)))
(190559,(137091,(190559,1)))
(190559,(137091,(16024,1)))
(190559,(137091,(131668,1)))
(190559,(137091,(192025,1)))
(190559,(137091,(165006,1)))
(190559,(137091,(96182,1)))
(190559,(137091,(86657,1)))
(190559,(137091,(110679,1)))
(190559,(137091,(142773,1)))
(190515,(9363,(56089,5)))
(190515,(9363,(177236,4)))
(190515,(9363,(111931,3)))
(190515,(9363,(153205,3)))
(190515,(9363,(49304,3)))
(190515,(9363,(20907,3)))
(190515,(9363,(138071,3)))
(190515,(9363,(111932,3)))
(190515,(9363,(4494,3)))
(190515,(9363,(11318,3)))
(190515,(9363,(41216,3)))
(190515,(9363,(11278,2)))
(190515,(9363,(224,2)))
(190515,(9363,(3360,2)))
(190515,(9363,(2631,2)))
(190515,(9363,(189971,2)))
(190515,(9363,(14874,2)))
(190515,(9363,(32320,2)))
(190515,(9363,(15119,2)))
(190515,(9363,(137976,2)))
